------------------------
------------------------
------------------------
------------------------
------------------------
27/7/2020 9:33:7 msg Hay buena cobertura con la residencia 0 stats (rx_timestamp=0, rssi=0, snr=0.0, sfrx=0, sftx=0, tx_trials=0, tx_power=14, tx_time_on_air=0, tx_counter=0, tx_frequency=0)
27/7/2020 9:33:44 msg Hay buena cobertura con la residencia 15 stats (rx_timestamp=47531604, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=15, tx_frequency=868000000)
27/7/2020 9:33:47 msg Hay buena cobertura con la residencia 16 stats (rx_timestamp=50845605, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=16, tx_frequency=868000000)
27/7/2020 9:33:49 msg Hay buena cobertura con la residencia 17 stats (rx_timestamp=50845605, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=17, tx_frequency=868000000)
27/7/2020 9:33:52 msg Hay buena cobertura con la residencia 18 stats (rx_timestamp=54875561, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=18, tx_frequency=868000000)
27/7/2020 9:33:54 msg Hay buena cobertura con la residencia 19 stats (rx_timestamp=58014553, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=19, tx_frequency=868000000)
27/7/2020 9:33:57 msg Hay buena cobertura con la residencia 20 stats (rx_timestamp=61220551, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=20, tx_frequency=868000000)
27/7/2020 9:33:59 msg Hay buena cobertura con la residencia 21 stats (rx_timestamp=61220551, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=21, tx_frequency=868000000)
27/7/2020 9:34:2 msg Hay buena cobertura con la residencia 22 stats (rx_timestamp=65046595, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=22, tx_frequency=868000000)
27/7/2020 9:34:5 msg Hay buena cobertura con la residencia 23 stats (rx_timestamp=68334677, rssi=-114, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=23, tx_frequency=868000000)
27/7/2020 9:34:7 msg Hay buena cobertura con la residencia 24 stats (rx_timestamp=68334677, rssi=-114, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=24, tx_frequency=868000000)
27/7/2020 9:34:10 msg Hay buena cobertura con la residencia 25 stats (rx_timestamp=68334677, rssi=-114, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=25, tx_frequency=868000000)
27/7/2020 9:34:12 msg Hay buena cobertura con la residencia 26 stats (rx_timestamp=75457586, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=26, tx_frequency=868000000)
27/7/2020 9:34:15 msg Hay buena cobertura con la residencia 27 stats (rx_timestamp=78589578, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=27, tx_frequency=868000000)
27/7/2020 9:34:17 msg Hay buena cobertura con la residencia 28 stats (rx_timestamp=78589578, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=28, tx_frequency=868000000)
27/7/2020 9:34:20 msg Hay buena cobertura con la residencia 29 stats (rx_timestamp=81843531, rssi=-100, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=29, tx_frequency=868000000)
27/7/2020 9:34:22 msg Hay buena cobertura con la residencia 30 stats (rx_timestamp=85876490, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=30, tx_frequency=868000000)
27/7/2020 9:34:25 msg Hay buena cobertura con la residencia 31 stats (rx_timestamp=89009572, rssi=-100, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=31, tx_frequency=868000000)
27/7/2020 9:34:27 msg Hay buena cobertura con la residencia 32 stats (rx_timestamp=89009572, rssi=-100, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=32, tx_frequency=868000000)
27/7/2020 9:34:30 msg Hay buena cobertura con la residencia 33 stats (rx_timestamp=89009572, rssi=-100, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=33, tx_frequency=868000000)
27/7/2020 9:34:32 msg Hay buena cobertura con la residencia 34 stats (rx_timestamp=95585527, rssi=-100, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=34, tx_frequency=868000000)
27/7/2020 9:34:35 msg Hay buena cobertura con la residencia 35 stats (rx_timestamp=98719514, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=35, tx_frequency=868000000)
27/7/2020 9:34:37 msg Hay buena cobertura con la residencia 36 stats (rx_timestamp=98719514, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=36, tx_frequency=868000000)
27/7/2020 9:34:40 msg Hay buena cobertura con la residencia 37 stats (rx_timestamp=98719514, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=37, tx_frequency=868000000)
27/7/2020 9:34:42 msg Hay buena cobertura con la residencia 38 stats (rx_timestamp=105410550, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=38, tx_frequency=868000000)
27/7/2020 9:34:45 msg Hay buena cobertura con la residencia 39 stats (rx_timestamp=108664546, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=39, tx_frequency=868000000)
27/7/2020 9:34:47 msg Hay buena cobertura con la residencia 40 stats (rx_timestamp=108664546, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=40, tx_frequency=868000000)
27/7/2020 9:34:50 msg Hay buena cobertura con la residencia 41 stats (rx_timestamp=108664546, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=41, tx_frequency=868000000)
27/7/2020 9:34:52 msg Hay buena cobertura con la residencia 42 stats (rx_timestamp=115953500, rssi=-101, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=42, tx_frequency=868000000)
27/7/2020 9:34:55 msg Hay buena cobertura con la residencia 43 stats (rx_timestamp=119077492, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=43, tx_frequency=868000000)
27/7/2020 9:34:58 msg Hay buena cobertura con la residencia 44 stats (rx_timestamp=119077492, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=44, tx_frequency=868000000)
27/7/2020 9:35:0 msg Hay buena cobertura con la residencia 45 stats (rx_timestamp=122327536, rssi=-99, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=45, tx_frequency=868000000)
27/7/2020 9:35:3 msg Hay buena cobertura con la residencia 46 stats (rx_timestamp=126168527, rssi=-101, snr=7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=46, tx_frequency=868000000)
27/7/2020 9:35:5 msg Hay buena cobertura con la residencia 47 stats (rx_timestamp=128646732, rssi=-108, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=47, tx_frequency=868000000)
27/7/2020 9:35:8 msg Hay buena cobertura con la residencia 48 stats (rx_timestamp=130003522, rssi=-100, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=48, tx_frequency=868000000)
27/7/2020 9:35:11 msg Hay buena cobertura con la residencia 49 stats (rx_timestamp=133810513, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=49, tx_frequency=868000000)
27/7/2020 9:35:13 msg Hay buena cobertura con la residencia 50 stats (rx_timestamp=136937473, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=50, tx_frequency=868000000)
27/7/2020 9:35:16 msg Hay buena cobertura con la residencia 51 stats (rx_timestamp=136937473, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=51, tx_frequency=868000000)
27/7/2020 9:35:18 msg Hay buena cobertura con la residencia 52 stats (rx_timestamp=140175506, rssi=-100, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=52, tx_frequency=868000000)
27/7/2020 9:35:21 msg Hay buena cobertuÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ, tx_time_on_air=113, tx_counter=62, tx_frequency=868000000)
27/7/2020 9:35:47 msg Hay buena cobertura con la residencia 63 stats (rx_timestamp=170161466, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=63, tx_frequency=868000000)
27/7/2020 9:35:49 msg Hay buena cobertura con la residencia 64 stats (rx_timestamp=173405460, rssi=-100, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=64, tx_frequency=868000000)
27/7/2020 9:35:52 msg Hay buena cobertura con la residencia 65 stats (rx_timestamp=174749644, rssi=-61, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=65, tx_frequency=868000000)
27/7/2020 9:35:54 msg Hay buena cobertura con la residencia 66 stats (rx_timestamp=174749644, rssi=-61, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=66, tx_frequency=868000000)
------------------------
27/7/2020 9:33:7 msg Hay buena cobertura con la residencia 0 stats (rx_timestamp=8872464, rssi=-103, snr=6.0, sfrx=7, sftx=0, tx_trials=0, tx_power=14, tx_time_on_air=0, tx_counter=0, tx_frequency=0)
27/7/2020 9:33:9 msg Hay buena cobertura con la residencia 1 stats (rx_timestamp=12181466, rssi=-105, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=1, tx_frequency=868000000)
27/7/2020 9:33:12 msg Hay buena cobertura con la residencia 2 stats (rx_timestamp=14789465, rssi=-104, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=2, tx_frequency=868000000)
27/7/2020 9:33:14 msg Hay buena cobertura con la residencia 3 stats (rx_timestamp=18035420, rssi=-105, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=3, tx_frequency=868000000)
27/7/2020 9:33:17 msg Hay buena cobertura con la residencia 4 stats (rx_timestamp=19785678, rssi=-37, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=4, tx_frequency=868000000)
27/7/2020 9:33:19 msg Hay buena cobertura con la residencia 5 stats (rx_timestamp=19785678, rssi=-37, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=5, tx_frequency=868000000)
27/7/2020 9:33:22 msg Hay buena cobertura con la residencia 6 stats (rx_timestamp=19785678, rssi=-37, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=6, tx_frequency=868000000)
27/7/2020 9:33:25 msg Hay buena cobertura con la residencia 7 stats (rx_timestamp=28015461, rssi=-105, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=7, tx_frequency=868000000)
27/7/2020 9:33:27 msg Hay buena cobertura con la residencia 8 stats (rx_timestamp=31256669, rssi=-41, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=108, tx_counter=8, tx_frequency=868000000)
27/7/2020 9:33:30 msg Hay buena cobertura con la residencia 9 stats (rx_timestamp=31256669, rssi=-41, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=9, tx_frequency=868000000)
27/7/2020 9:33:32 msg Hay buena cobertura con la residencia 10 stats (rx_timestamp=31256669, rssi=-41, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=10, tx_frequency=868000000)
------------------------
27/7/2020 9:33:7 msg Hay buena cobertura con la residencia 0 stats (rx_timestamp=7056745, rssi=-106, snr=5.0, sfrx=7, sftx=0, tx_trials=0, tx_power=14, tx_time_on_air=0, tx_counter=0, tx_frequency=0)
27/7/2020 9:33:9 msg Hay buena cobertura con la residencia 1 stats (rx_timestamp=12522761, rssi=-105, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=1, tx_frequency=868000000)
27/7/2020 9:33:12 msg Hay buena cobertura con la residencia 2 stats (rx_timestamp=14803766, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=2, tx_frequency=868000000)
27/7/2020 9:33:14 msg Hay buena cobertura con la residencia 3 stats (rx_timestamp=14803766, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=3, tx_frequency=868000000)
27/7/2020 9:33:17 msg Hay buena cobertura con la residencia 4 stats (rx_timestamp=14803766, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=4, tx_frequency=868000000)
27/7/2020 9:33:19 msg Hay buena cobertura con la residencia 5 stats (rx_timestamp=14803766, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=5, tx_frequency=868000000)
27/7/2020 9:33:22 msg Hay buena cobertura con la residencia 6 stats (rx_timestamp=26017275, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=6, tx_frequency=868000000)
27/7/2020 9:33:24 msg Hay buena cobertura con la residencia 7 stats (rx_timestamp=26017275, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=7, tx_frequency=868000000)
27/7/2020 9:33:27 msg Hay buena cobertura con la residencia 8 stats (rx_timestamp=29468278, rssi=-118, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=108, tx_counter=8, tx_frequency=868000000)
27/7/2020 9:33:29 msg Hay buena cobertura con la residencia 9 stats (rx_timestamp=29468278, rssi=-118, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=9, tx_frequency=868000000)
27/7/2020 9:33:32 msg Hay buena cobertura con la residencia 10 stats (rx_timestamp=34608292, rssi=-85, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=10, tx_frequency=868000000)
27/7/2020 9:33:34 msg Hay buena cobertura con la residencia 11 stats (rx_timestamp=34608292, rssi=-85, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=11, tx_frequency=868000000)
27/7/2020 9:33:37 msg Hay buena cobertura con la residencia 12 stats (rx_timestamp=40602298, rssi=-117, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=12, tx_frequency=868000000)
27/7/2020 9:33:39 msg Hay buena cobertura con la residencia 13 stats (rx_timestamp=40602298, rssi=-117, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=13, tx_frequency=868000000)
27/7/2020 9:33:42 msg Hay buena cobertura con la residencia 14 stats (rx_timestamp=43982306, rssi=-117, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=14, tx_frequency=868000000)
27/7/2020 9:33:45 msg Hay buena cobertura con la residencia 15 stats (rx_timestamp=47252316, rssi=-114, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=15, tx_frequency=868000000)
27/7/2020 9:33:47 msg Hay buena cobertura con la residencia 16 stats (rx_timestamp=47252316, rssi=-114, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=16, tx_frequency=868000000)
27/7/2020 9:33:49 msg Hay buena cobertura con la residencia 17 stats (rx_timestamp=47252316, rssi=-114, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=17, tx_frequency=868000000)
27/7/2020 9:33:52 msg Hay buena cobertura con la residencia 18 stats (rx_timestamp=55017282, rssi=-116, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=18, tx_frequency=868000000)
27/7/2020 9:33:55 msg Hay buena cobertura con la residencia 19 stats (rx_timestamp=58203288, rssi=-115, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=19, tx_frequency=868000000)
27/7/2020 9:33:57 msg Hay buena cobertura con la residencia 20 stats (rx_timestamp=58203288, rssi=-115, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=20, tx_frequency=868000000)
27/7/2020 9:33:59 msg Hay buena cobertura con la residencia 21 stats (rx_timestamp=61505298, rssi=-116, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=21, tx_frequency=868000000)
27/7/2020 9:34:2 msg Hay buena cobertura con la residencia 22 stats (rx_timestamp=64699297, rssi=-114, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=22, tx_frequency=868000000)
27/7/2020 9:34:4 msg Hay buena cobertura con la residencia 23 stats (rx_timestamp=64699297, rssi=-114, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=23, tx_frequency=868000000)
27/7/2020 9:34:7 msg Hay buena cobertura con la residencia 24 stats (rx_timestamp=64699297, rssi=-114, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=24, tx_frequency=868000000)
27/7/2020 9:34:9 msg Hay buena cobertura con la residencia 25 stats (rx_timestamp=71594309, rssi=-114, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=25, tx_frequency=868000000)
27/7/2020 9:34:12 msg Hay buena cobertura con la residencia 26 stats (rx_timestamp=74746316, rssi=-114, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=26, tx_frequency=868000000)
